# BUSCO version is: 5.4.4 
# The lineage dataset is: arthropoda_odb10 (Creation date: 2020-09-10, number of genomes: 90, number of BUSCOs: 1013)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
92184at6656	Duplicated	TRINITY_DN28233_c0_g1_i1:12-929	394.8	245	https://www.orthodb.org/v10?query=92184at6656	vacuolar protein sorting-associated protein 26B-like
92420at6656	Complete	TRINITY_DN11158_c0_g2_i1:149-2062	483.9	507	https://www.orthodb.org/v10?query=92420at6656	Signal recognition particle subunit SRP72
92576at6656	Duplicated	TRINITY_DN2940_c0_g1_i1:351-1712	474.2	396	https://www.orthodb.org/v10?query=92576at6656	Coiled-coil domain-containing protein 47
92576at6656	Duplicated	TRINITY_DN2940_c0_g1_i2:351-1712	474.2	396	https://www.orthodb.org/v10?query=92576at6656	Coiled-coil domain-containing protein 47
92777at6656	Complete	TRINITY_DN6769_c0_g1_i1:58-984	202.3	156	https://www.orthodb.org/v10?query=92777at6656	Inhibitor of growth protein
92854at6656	Complete	TRINITY_DN4478_c0_g1_i1:80-1615	420.9	387	https://www.orthodb.org/v10?query=92854at6656	dnaJ homolog subfamily C member 1-like
93061at6656	Complete	TRINITY_DN18998_c0_g1_i1:122-1057	277.9	231	https://www.orthodb.org/v10?query=93061at6656	translation initiation factor eIF-2B subunit alpha
93085at6656	Complete	TRINITY_DN6370_c0_g1_i1:103-1047	468.4	267	https://www.orthodb.org/v10?query=93085at6656	eukaryotic translation initiation factor 2 subunit 1
93152at6656	Duplicated	TRINITY_DN49670_c0_g1_i1:0-1139	375.6	272	https://www.orthodb.org/v10?query=93152at6656	Bardet-Biedl syndrome 4 protein homolog
93152at6656	Duplicated	TRINITY_DN49670_c0_g1_i3:0-1139	375.6	272	https://www.orthodb.org/v10?query=93152at6656	Bardet-Biedl syndrome 4 protein homolog
93168at6656	Duplicated	TRINITY_DN19_c0_g1_i1:575-1453	158.7	187	https://www.orthodb.org/v10?query=93168at6656	Ubiquitin-associated domain
93168at6656	Duplicated	TRINITY_DN19_c0_g1_i2:575-1453	158.7	187	https://www.orthodb.org/v10?query=93168at6656	Ubiquitin-associated domain
93408at6656	Complete	TRINITY_DN296823_c0_g1_i1:39-797	340.2	210	https://www.orthodb.org/v10?query=93408at6656	zinc finger protein 330 homolog
93432at6656	Duplicated	TRINITY_DN5411_c0_g1_i2:57-1214	395.4	311	https://www.orthodb.org/v10?query=93432at6656	macrophage erythroblast attacher
93432at6656	Duplicated	TRINITY_DN5411_c0_g1_i4:57-1214	395.4	311	https://www.orthodb.org/v10?query=93432at6656	macrophage erythroblast attacher
93432at6656	Duplicated	TRINITY_DN5411_c0_g1_i5:57-1214	395.4	311	https://www.orthodb.org/v10?query=93432at6656	macrophage erythroblast attacher
93483at6656	Complete	TRINITY_DN10712_c0_g2_i2:237-2111	366.2	414	https://www.orthodb.org/v10?query=93483at6656	protein PTCD3 homolog, mitochondrial
93507at6656	Complete	TRINITY_DN1509_c0_g1_i1:169-1338	209.1	237	https://www.orthodb.org/v10?query=93507at6656	GTPase Era, mitochondrial
93535at6656	Complete	TRINITY_DN3478_c0_g1_i2:90-1043	291.4	273	https://www.orthodb.org/v10?query=93535at6656	Ribosome biogenesis regulatory protein
93797at6656	Complete	TRINITY_DN8809_c0_g2_i1:109-912	312.3	188	https://www.orthodb.org/v10?query=93797at6656	Cytochrome c heme lyase
94054at6656	Complete	TRINITY_DN86943_c0_g1_i1:55-1449	167.7	170	https://www.orthodb.org/v10?query=94054at6656	acylglycerol kinase, mitochondrial
94238at6656	Complete	TRINITY_DN8754_c0_g1_i1:88-939	83.0	122	https://www.orthodb.org/v10?query=94238at6656	checkpoint protein HUS1
94263at6656	Complete	TRINITY_DN10902_c0_g1_i1:301-1053	121.2	142	https://www.orthodb.org/v10?query=94263at6656	seipin
94304at6656	Complete	TRINITY_DN9004_c1_g1_i2:69-1232	542.3	303	https://www.orthodb.org/v10?query=94304at6656	ubiquitin-like modifier-activating enzyme 5
94473at6656	Complete	TRINITY_DN3630_c0_g1_i4:186-1358	279.5	265	https://www.orthodb.org/v10?query=94473at6656	Ribosomal protein S5
94476at6656	Duplicated	TRINITY_DN5642_c0_g1_i10:65-1468	412.0	342	https://www.orthodb.org/v10?query=94476at6656	Iron hydrogenase
94476at6656	Duplicated	TRINITY_DN5642_c0_g1_i5:57-1460	412.0	342	https://www.orthodb.org/v10?query=94476at6656	Iron hydrogenase
94476at6656	Duplicated	TRINITY_DN5642_c0_g1_i6:57-1460	412.3	342	https://www.orthodb.org/v10?query=94476at6656	Iron hydrogenase
94476at6656	Duplicated	TRINITY_DN5642_c0_g1_i8:65-1468	412.3	342	https://www.orthodb.org/v10?query=94476at6656	Iron hydrogenase
94842at6656	Complete	TRINITY_DN26916_c0_g1_i2:92-910	379.0	218	https://www.orthodb.org/v10?query=94842at6656	DNA-directed RNA polymerase II subunit RPB3
94878at6656	Duplicated	TRINITY_DN2621_c0_g1_i1:114-995	420.7	237	https://www.orthodb.org/v10?query=94878at6656	26S proteasome non-ATPase regulatory subunit 7
94878at6656	Duplicated	TRINITY_DN2621_c0_g1_i2:114-995	420.7	237	https://www.orthodb.org/v10?query=94878at6656	26S proteasome non-ATPase regulatory subunit 7
94878at6656	Duplicated	TRINITY_DN2621_c0_g1_i3:114-995	420.7	237	https://www.orthodb.org/v10?query=94878at6656	26S proteasome non-ATPase regulatory subunit 7
94878at6656	Duplicated	TRINITY_DN2621_c0_g1_i4:114-995	420.7	237	https://www.orthodb.org/v10?query=94878at6656	26S proteasome non-ATPase regulatory subunit 7
95028at6656	Complete	TRINITY_DN255_c1_g2_i1:594-1463	333.0	247	https://www.orthodb.org/v10?query=95028at6656	SAGA-associated factor 29
95089at6656	Duplicated	TRINITY_DN5551_c0_g1_i2:2-1204	224.6	254	https://www.orthodb.org/v10?query=95089at6656	dynactin subunit 2
95089at6656	Duplicated	TRINITY_DN5551_c0_g1_i4:2-1099	228.6	293	https://www.orthodb.org/v10?query=95089at6656	dynactin subunit 2
95089at6656	Duplicated	TRINITY_DN5551_c0_g1_i5:2-1204	224.6	254	https://www.orthodb.org/v10?query=95089at6656	dynactin subunit 2
95089at6656	Duplicated	TRINITY_DN5551_c0_g1_i7:2-1204	224.6	255	https://www.orthodb.org/v10?query=95089at6656	dynactin subunit 2
95089at6656	Duplicated	TRINITY_DN5551_c0_g1_i9:2-1204	225.8	254	https://www.orthodb.org/v10?query=95089at6656	dynactin subunit 2
95294at6656	Complete	TRINITY_DN11341_c0_g1_i2:327-1031	240.5	172	https://www.orthodb.org/v10?query=95294at6656	protein SCO1 homolog, mitochondrial
95524at6656	Duplicated	TRINITY_DN398_c1_g1_i1:489-1490	346.0	248	https://www.orthodb.org/v10?query=95524at6656	8-oxo-dGDP phosphatase NUDT18
95524at6656	Duplicated	TRINITY_DN398_c1_g1_i2:452-1453	346.0	248	https://www.orthodb.org/v10?query=95524at6656	8-oxo-dGDP phosphatase NUDT18
95524at6656	Duplicated	TRINITY_DN398_c1_g1_i6:452-1453	346.0	248	https://www.orthodb.org/v10?query=95524at6656	8-oxo-dGDP phosphatase NUDT18
95524at6656	Duplicated	TRINITY_DN398_c1_g1_i7:421-1422	346.0	248	https://www.orthodb.org/v10?query=95524at6656	8-oxo-dGDP phosphatase NUDT18
95524at6656	Duplicated	TRINITY_DN398_c1_g1_i8:489-1490	346.0	248	https://www.orthodb.org/v10?query=95524at6656	8-oxo-dGDP phosphatase NUDT18
95524at6656	Duplicated	TRINITY_DN398_c1_g1_i9:489-1490	346.0	248	https://www.orthodb.org/v10?query=95524at6656	8-oxo-dGDP phosphatase NUDT18
96251at6656	Duplicated	TRINITY_DN2921_c0_g1_i1:2-673	217.6	179	https://www.orthodb.org/v10?query=96251at6656	ribose-5-phosphate isomerase
96251at6656	Duplicated	TRINITY_DN2921_c0_g1_i2:2-673	217.6	179	https://www.orthodb.org/v10?query=96251at6656	ribose-5-phosphate isomerase
96251at6656	Duplicated	TRINITY_DN2921_c0_g1_i3:2-673	217.6	179	https://www.orthodb.org/v10?query=96251at6656	ribose-5-phosphate isomerase
96251at6656	Duplicated	TRINITY_DN2921_c0_g1_i4:2-673	217.6	179	https://www.orthodb.org/v10?query=96251at6656	ribose-5-phosphate isomerase
96251at6656	Duplicated	TRINITY_DN2921_c0_g1_i5:2-673	217.6	179	https://www.orthodb.org/v10?query=96251at6656	ribose-5-phosphate isomerase
96444at6656	Complete	TRINITY_DN165134_c1_g1_i1:160-843	297.6	201	https://www.orthodb.org/v10?query=96444at6656	39S ribosomal protein L4, mitochondrial
96569at6656	Duplicated	TRINITY_DN6164_c0_g1_i1:150-1097	345.0	222	https://www.orthodb.org/v10?query=96569at6656	deoxyribose-phosphate aldolase
96569at6656	Duplicated	TRINITY_DN6164_c0_g1_i3:60-1007	345.0	222	https://www.orthodb.org/v10?query=96569at6656	deoxyribose-phosphate aldolase
96592at6656	Complete	TRINITY_DN132516_c0_g1_i1:87-1058	408.1	258	https://www.orthodb.org/v10?query=96592at6656	Eukaryotic translation initiation factor 3 subunit I
96601at6656	Complete	TRINITY_DN82973_c0_g1_i1:52-1026	457.1	276	https://www.orthodb.org/v10?query=96601at6656	geranylgeranyl transferase type-2 subunit beta
96956at6656	Complete	TRINITY_DN421_c7_g1_i4:52-1227	474.5	301	https://www.orthodb.org/v10?query=96956at6656	PCI domain-containing protein 2
96971at6656	Complete	TRINITY_DN6590_c0_g1_i2:99-1331	399.9	331	https://www.orthodb.org/v10?query=96971at6656	Ribosome biogenesis protein WDR12 homolog
97225at6656	Complete	TRINITY_DN46130_c0_g1_i1:38-1975	423.0	410	https://www.orthodb.org/v10?query=97225at6656	nucleolar protein 9
97492at6656	Complete	TRINITY_DN26187_c0_g1_i1:66-833	337.0	200	https://www.orthodb.org/v10?query=97492at6656	Proteasome subunit alpha type
97749at6656	Complete	TRINITY_DN16530_c0_g1_i1:1104-2441	350.3	359	https://www.orthodb.org/v10?query=97749at6656	GC-rich sequence DNA-binding factor
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i10:39-2440	356.8	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i16:39-2454	356.8	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i17:99-3874	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i18:87-3486	356.2	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i19:99-3659	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i1:39-3001	357.1	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i21:87-3647	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i22:39-2440	356.8	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i24:99-3861	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i3:39-2454	356.8	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i4:87-3634	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i5:99-3646	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i7:87-3849	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97763at6656	Duplicated	TRINITY_DN3137_c0_g1_i8:87-3862	356.6	318	https://www.orthodb.org/v10?query=97763at6656	major facilitator superfamily domain-containing protein 10
97865at6656	Duplicated	TRINITY_DN188553_c0_g1_i2:104-928	332.5	234	https://www.orthodb.org/v10?query=97865at6656	beta-lactamase-like protein 2 homolog
97865at6656	Duplicated	TRINITY_DN188553_c0_g1_i3:104-1005	332.5	234	https://www.orthodb.org/v10?query=97865at6656	beta-lactamase-like protein 2 homolog
98066at6656	Duplicated	TRINITY_DN8794_c0_g1_i1:624-1619	362.3	264	https://www.orthodb.org/v10?query=98066at6656	evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial
98066at6656	Duplicated	TRINITY_DN8794_c0_g1_i2:1728-2723	362.3	264	https://www.orthodb.org/v10?query=98066at6656	evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial
98066at6656	Duplicated	TRINITY_DN8794_c0_g1_i3:700-1695	362.3	264	https://www.orthodb.org/v10?query=98066at6656	evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial
98251at6656	Complete	TRINITY_DN148406_c0_g1_i1:21-794	399.8	223	https://www.orthodb.org/v10?query=98251at6656	F-box/SPRY domain-containing protein 1
98544at6656	Complete	TRINITY_DN11072_c0_g1_i1:210-1610	283.8	324	https://www.orthodb.org/v10?query=98544at6656	Cytochrome P450
98620at6656	Duplicated	TRINITY_DN220_c0_g1_i1:150-1217	364.0	258	https://www.orthodb.org/v10?query=98620at6656	replication factor C subunit 4
98620at6656	Duplicated	TRINITY_DN220_c0_g1_i2:91-1158	364.0	258	https://www.orthodb.org/v10?query=98620at6656	replication factor C subunit 4
98725at6656	Duplicated	TRINITY_DN2126_c0_g1_i2:179-1963	528.6	442	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i10:726-2369	551.4	471	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i11:687-2330	551.4	471	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i1:675-2318	551.3	472	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i2:692-2335	551.4	471	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i3:692-2335	551.3	472	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i4:675-2318	551.4	471	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i5:687-2330	551.3	472	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i6:692-2335	550.7	472	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i7:675-2318	550.7	472	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g1_i8:414-1898	546.7	443	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g2_i1:1-1539	506.0	427	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98725at6656	Duplicated	TRINITY_DN806_c0_g2_i2:182-1675	472.7	409	https://www.orthodb.org/v10?query=98725at6656	peroxisome assembly factor 2
98755at6656	Complete	TRINITY_DN9428_c0_g1_i1:106-1458	332.6	203	https://www.orthodb.org/v10?query=98755at6656	Transcription factor
98821at6656	Complete	TRINITY_DN10754_c0_g1_i2:612-1829	342.1	274	https://www.orthodb.org/v10?query=98821at6656	tRNA (guanine(10)-N2)-methyltransferase homolog
98845at6656	Duplicated	TRINITY_DN299200_c0_g1_i1:66-773	308.9	187	https://www.orthodb.org/v10?query=98845at6656	Proteasome subunit alpha type
98845at6656	Duplicated	TRINITY_DN48018_c0_g1_i1:45-773	275.9	187	https://www.orthodb.org/v10?query=98845at6656	Proteasome subunit alpha type
98927at6656	Duplicated	TRINITY_DN178586_c0_g1_i1:357-1103	278.4	217	https://www.orthodb.org/v10?query=98927at6656	tRNA methyltransferase 10 homolog A
98927at6656	Duplicated	TRINITY_DN178586_c0_g1_i2:319-1065	278.4	217	https://www.orthodb.org/v10?query=98927at6656	tRNA methyltransferase 10 homolog A
98948at6656	Complete	TRINITY_DN12310_c0_g1_i1:150-1394	349.0	320	https://www.orthodb.org/v10?query=98948at6656	general transcription factor IIE subunit 1
99204at6656	Complete	TRINITY_DN4246_c0_g1_i2:37-939	154.0	177	https://www.orthodb.org/v10?query=99204at6656	39S ribosomal protein L9, mitochondrial
99270at6656	Duplicated	TRINITY_DN6360_c0_g1_i1:78-1067	412.5	243	https://www.orthodb.org/v10?query=99270at6656	polymerase delta-interacting protein 2
99270at6656	Duplicated	TRINITY_DN6360_c0_g1_i2:201-1157	413.2	243	https://www.orthodb.org/v10?query=99270at6656	polymerase delta-interacting protein 2
99307at6656	Complete	TRINITY_DN2295_c0_g1_i2:69-1151	543.5	313	https://www.orthodb.org/v10?query=99307at6656	Flap endonuclease 1
99377at6656	Duplicated	TRINITY_DN770_c0_g1_i3:197-790	235.7	176	https://www.orthodb.org/v10?query=99377at6656	28S ribosomal protein S2, mitochondrial
99377at6656	Duplicated	TRINITY_DN770_c0_g1_i4:197-790	235.7	176	https://www.orthodb.org/v10?query=99377at6656	28S ribosomal protein S2, mitochondrial
99519at6656	Complete	TRINITY_DN74_c0_g2_i1:65-1198	529.4	308	https://www.orthodb.org/v10?query=99519at6656	60S ribosomal protein L4
99625at6656	Complete	TRINITY_DN8538_c0_g1_i2:136-1131	458.8	278	https://www.orthodb.org/v10?query=99625at6656	KRR1 small subunit processome component
99998at6656	Missing
100070at6656	Complete	TRINITY_DN38521_c0_g1_i2:584-1333	173.9	161	https://www.orthodb.org/v10?query=100070at6656	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
100136at6656	Complete	TRINITY_DN1296_c0_g2_i2:62-997	434.5	252	https://www.orthodb.org/v10?query=100136at6656	rRNA adenine N(6)-methyltransferase
100216at6656	Duplicated	TRINITY_DN996_c0_g1_i1:71-1402	280.5	296	https://www.orthodb.org/v10?query=100216at6656	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
100216at6656	Duplicated	TRINITY_DN996_c0_g1_i2:71-1402	280.5	296	https://www.orthodb.org/v10?query=100216at6656	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
100216at6656	Duplicated	TRINITY_DN996_c0_g1_i3:71-1402	280.5	296	https://www.orthodb.org/v10?query=100216at6656	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i10:1107-2186	223.5	254	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i12:1107-2183	225.2	248	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i13:1063-1872	216.0	210	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i14:1063-1872	216.0	210	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i4:1107-2186	223.5	254	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i5:937-1746	216.0	210	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i7:937-1746	216.0	210	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100227at6656	Duplicated	TRINITY_DN392_c0_g1_i9:1107-2183	225.2	248	https://www.orthodb.org/v10?query=100227at6656	dolichol kinase
100296at6656	Complete	TRINITY_DN2410_c0_g1_i1:162-902	294.3	212	https://www.orthodb.org/v10?query=100296at6656	Ubiquitin thioesterase
100612at6656	Duplicated	TRINITY_DN3967_c0_g1_i1:59-823	147.0	182	https://www.orthodb.org/v10?query=100612at6656	UPF0568 protein C14orf166 homolog
100612at6656	Duplicated	TRINITY_DN3967_c0_g1_i2:59-823	147.0	182	https://www.orthodb.org/v10?query=100612at6656	UPF0568 protein C14orf166 homolog
100612at6656	Duplicated	TRINITY_DN3967_c0_g1_i3:59-823	145.9	167	https://www.orthodb.org/v10?query=100612at6656	UPF0568 protein C14orf166 homolog
100612at6656	Duplicated	TRINITY_DN3967_c0_g1_i4:59-823	147.0	182	https://www.orthodb.org/v10?query=100612at6656	UPF0568 protein C14orf166 homolog
100664at6656	Duplicated	TRINITY_DN5382_c0_g1_i1:185-1149	303.3	168	https://www.orthodb.org/v10?query=100664at6656	Pre-mRNA-splicing factor 38B
100664at6656	Duplicated	TRINITY_DN5382_c0_g1_i2:152-849	271.7	168	https://www.orthodb.org/v10?query=100664at6656	Pre-mRNA-splicing factor 38B
100664at6656	Duplicated	TRINITY_DN5382_c0_g1_i3:185-787	303.3	168	https://www.orthodb.org/v10?query=100664at6656	Pre-mRNA-splicing factor 38B
100664at6656	Duplicated	TRINITY_DN5382_c0_g1_i4:185-1016	303.3	168	https://www.orthodb.org/v10?query=100664at6656	Pre-mRNA-splicing factor 38B
100673at6656	Duplicated	TRINITY_DN12469_c0_g1_i1:62-1045	302.2	252	https://www.orthodb.org/v10?query=100673at6656	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
100673at6656	Duplicated	TRINITY_DN12469_c0_g1_i2:147-1130	302.2	252	https://www.orthodb.org/v10?query=100673at6656	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
100673at6656	Duplicated	TRINITY_DN12469_c0_g1_i3:204-1187	302.2	252	https://www.orthodb.org/v10?query=100673at6656	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
100760at6656	Duplicated	TRINITY_DN9671_c0_g1_i1:344-1198	151.6	163	https://www.orthodb.org/v10?query=100760at6656	Cytochrome b5-like heme/steroid binding domain
100760at6656	Duplicated	TRINITY_DN9671_c0_g1_i4:344-1198	151.6	163	https://www.orthodb.org/v10?query=100760at6656	Cytochrome b5-like heme/steroid binding domain
101349at6656	Missing
101359at6656	Fragmented	TRINITY_DN252_c0_g2_i1:0-530	294.2	160	https://www.orthodb.org/v10?query=101359at6656	beclin-1-like protein
101491at6656	Complete	TRINITY_DN31810_c0_g1_i1:145-1191	272.0	255	https://www.orthodb.org/v10?query=101491at6656	dnaJ homolog subfamily C member 22
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i10:450-1817	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i11:412-1779	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i2:375-1742	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i3:412-1779	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i4:412-1779	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i6:450-1817	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i7:375-1742	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101531at6656	Duplicated	TRINITY_DN47316_c0_g1_i8:375-1742	262.3	298	https://www.orthodb.org/v10?query=101531at6656	vacuolar fusion protein CCZ1 homolog
101621at6656	Duplicated	TRINITY_DN10655_c0_g1_i1:160-1038	341.6	236	https://www.orthodb.org/v10?query=101621at6656	protein MEMO1
101621at6656	Duplicated	TRINITY_DN10655_c0_g1_i2:160-1038	341.6	236	https://www.orthodb.org/v10?query=101621at6656	protein MEMO1
101621at6656	Duplicated	TRINITY_DN10655_c0_g1_i3:160-1038	341.6	236	https://www.orthodb.org/v10?query=101621at6656	protein MEMO1
101727at6656	Complete	TRINITY_DN7278_c0_g1_i1:40-786	313.8	185	https://www.orthodb.org/v10?query=101727at6656	tRNA (guanine-N(7)-)-methyltransferase
101761at6656	Duplicated	TRINITY_DN1598_c0_g2_i1:221-1018	115.2	91	https://www.orthodb.org/v10?query=101761at6656	Zinc finger C4H2 domain-containing protein
101761at6656	Duplicated	TRINITY_DN1598_c0_g2_i2:221-1018	115.2	91	https://www.orthodb.org/v10?query=101761at6656	Zinc finger C4H2 domain-containing protein
101767at6656	Complete	TRINITY_DN199247_c0_g1_i1:123-992	291.0	237	https://www.orthodb.org/v10?query=101767at6656	Down syndrome critical region protein 3 homolog
101829at6656	Duplicated	TRINITY_DN4954_c0_g1_i4:60-1292	271.0	238	https://www.orthodb.org/v10?query=101829at6656	protein FAM76A
101829at6656	Duplicated	TRINITY_DN4954_c0_g1_i7:60-1292	271.0	238	https://www.orthodb.org/v10?query=101829at6656	protein FAM76A
101829at6656	Duplicated	TRINITY_DN4954_c0_g1_i9:60-1292	271.0	238	https://www.orthodb.org/v10?query=101829at6656	protein FAM76A
101886at6656	Duplicated	TRINITY_DN146613_c0_g1_i1:14-763	354.4	227	https://www.orthodb.org/v10?query=101886at6656	Ribosomal protein L2
101886at6656	Duplicated	TRINITY_DN291111_c0_g1_i1:89-856	406.8	227	https://www.orthodb.org/v10?query=101886at6656	Ribosomal protein L2
101886at6656	Duplicated	TRINITY_DN301603_c0_g1_i1:19-768	364.0	227	https://www.orthodb.org/v10?query=101886at6656	Ribosomal protein L2
101886at6656	Duplicated	TRINITY_DN47168_c0_g3_i1:18-785	355.3	226	https://www.orthodb.org/v10?query=101886at6656	Ribosomal protein L2
101886at6656	Duplicated	TRINITY_DN47168_c0_g4_i1:33-782	377.5	227	https://www.orthodb.org/v10?query=101886at6656	Ribosomal protein L2
102321at6656	Complete	TRINITY_DN3874_c0_g2_i1:87-1208	396.3	258	https://www.orthodb.org/v10?query=102321at6656	GPN-loop GTPase 1
102714at6656	Fragmented	TRINITY_DN2426_c0_g2_i1:348-764	126.9	117	https://www.orthodb.org/v10?query=102714at6656	Asparagine synthetase domain-containing protein 1
102770at6656	Duplicated	TRINITY_DN294254_c0_g1_i1:55-864	427.5	232	https://www.orthodb.org/v10?query=102770at6656	F-actin-capping protein subunit beta
102770at6656	Duplicated	TRINITY_DN5583_c0_g1_i1:70-882	480.3	233	https://www.orthodb.org/v10?query=102770at6656	F-actin-capping protein subunit beta
102770at6656	Duplicated	TRINITY_DN5583_c0_g1_i2:70-882	480.3	233	https://www.orthodb.org/v10?query=102770at6656	F-actin-capping protein subunit beta
102770at6656	Duplicated	TRINITY_DN5583_c0_g1_i3:70-1083	480.3	233	https://www.orthodb.org/v10?query=102770at6656	F-actin-capping protein subunit beta
102770at6656	Duplicated	TRINITY_DN5583_c0_g1_i5:70-882	480.3	233	https://www.orthodb.org/v10?query=102770at6656	F-actin-capping protein subunit beta
